id,programa,fecha_instalacion,latitud,longitud,colonia,alcaldia
802503_P_01,Escuelas Primarias,,19.2887,-99.1811,MIGUEL HIDALGO,Tlalpan
800011_P_01,Escuelas Primarias,,19.3442,-99.2133,LOMAS DE LOS ANGELES DE TETELPAN,Álvaro Obregón
800031_P_01,Escuelas Primarias,,19.3336,-99.2011,TIZAPAN,Álvaro Obregón
800191_P_01,Escuelas Primarias,,19.4754,-99.2127,SAN PEDRO XALPA,Azcapotzalco
800220_P_01,Escuelas Primarias,,19.4894,-99.1788,SANTA CATARINA,Azcapotzalco
800221_P_01,Escuelas Primarias,,19.4733,-99.1979,PLENITUD,Azcapotzalco
800235_P_01,Escuelas Primarias,,19.4669,-99.1802,CLAVERIA,Azcapotzalco
800237_P_01,Escuelas Primarias,,19.5027,-99.2079,PRADOS DEL ROSARIO,Azcapotzalco
800408_P_01,Escuelas Primarias,,19.372,-99.1846,INSURGENTES MIXCOAC,Benito Juárez
800412_P_01,Escuelas Primarias,,19.3904,-99.1408,POSTAL,Benito Juárez
800587_P_01,Escuelas Primarias,,19.3176,-99.1069,CARMEN SERDAN,Coyoacán
800867_P_01,Escuelas Primarias,,19.4194,-99.1661,ROMA NORTE,Cuauhtémoc
800964_P_01,Escuelas Primarias,,19.4846,-99.0907,UNIDAD HABITACIONAL EL COYOL,Gustavo A. Madero
801082_P_01,Escuelas Primarias,,19.4835,-99.0852,UNIDAD EL MILAGRO,Gustavo A. Madero
801119_P_01,Escuelas Primarias,,19.4913,-99.1041,ESTANZUELA,Gustavo A. Madero
801166_P_01,Escuelas Primarias,,19.4905,-99.0851,CAMPESTRE ARAGON,Gustavo A. Madero
801301_P_01,Escuelas Primarias,,19.4845,-99.071,LA PROVIDENCIA,Gustavo A. Madero
801327_P_01,Escuelas Primarias,,19.561,-99.1407,EL TEPETATAL,Gustavo A. Madero
801366_P_01,Escuelas Primarias,,19.3946,-99.0701,AGRICOLA ORIENTAL,Iztacalco
801367_P_01,Escuelas Primarias,,19.4175,-99.0642,AGRICOLA PANTITLAN,Iztacalco
801454_P_01,Escuelas Primarias,,19.3899,-99.1215,LA ASUNCION BARRIO,Iztacalco
801534_P_01,Escuelas Primarias,,19.367,-98.998,UNIDAD HABITACIONAL ERMITA ZARAGOZA,Iztapalapa
801572_P_01,Escuelas Primarias,,19.3455,-99.1025,CULHUACAN,Iztapalapa
801937_P_01,Escuelas Primarias,,19.3541,-99.0732,LA PURISIMA,Iztapalapa
801994_P_01,Escuelas Primarias,,19.36,-99.1284,UNIDAD MODELO,Iztapalapa
802029_P_01,Escuelas Primarias,,19.3029,-99.27,TIERRA UNIDA,La Magdalena Contreras
802113_P_01,Escuelas Primarias,,19.4195,-99.2179,LOMAS DE CHAPULTEPEC,Miguel Hidalgo
802135_P_01,Escuelas Primarias,,19.4547,-99.192,LEGARIA,Miguel Hidalgo
802174_P_01,Escuelas Primarias,,19.4424,-99.1949,GRANADA AMPLIACION,Miguel Hidalgo
802397_P_01,Escuelas Primarias,,19.2919,-99.1674,TLALPAN,Tlalpan
802404_P_01,Escuelas Primarias,,19.2982,-99.15,HUIPULCO,Tlalpan
802416_P_01,Escuelas Primarias,,19.2874,-99.1649,TLALPAN,Tlalpan
802419_P_01,Escuelas Primarias,,19.2881,-99.1753,TLALPAN,Tlalpan
802445_P_01,Escuelas Primarias,,19.2936,-99.1716,TLALPAN,Tlalpan
802517_P_01,Escuelas Primarias,,19.2844,-99.2258,TORRES DE PADIERNA,Tlalpan
802551_P_01,Escuelas Primarias,,19.4154,-99.0867,FEDERAL,Venustiano Carranza
802645_P_01,Escuelas Primarias,,19.4128,-99.0934,ZARAGOZA,Venustiano Carranza
802685_P_01,Escuelas Primarias,,19.4197,-99.1163,AERONAUTICA MILITAR,Venustiano Carranza
800139_P_01,Escuelas Primarias,,19.3273,-99.2844,SANTA ROSA XOCHIAC,Álvaro Obregón
800163_P_01,Escuelas Primarias,,19.3543,-99.2144,LAS AGUILAS AMPLIACION,Álvaro Obregón
800216_P_01,Escuelas Primarias,,19.4932,-99.1884,REYNOSA TAMAULIPAS,Azcapotzalco
800299_P_01,Escuelas Primarias,,19.4757,-99.1968,SANTA LUCIA,Azcapotzalco
800496_P_01,Escuelas Primarias,,19.3089,-99.111,UNIDAD HABITACIONAL CTM DIEZ,Coyoacán
800541_P_01,Escuelas Primarias,,19.3265,-99.1235,PRESIDENTES EJIDALES,Coyoacán
800555_P_01,Escuelas Primarias,,19.3248,-99.1591,AJUSCO,Coyoacán
800560_P_01,Escuelas Primarias,,19.3367,-99.1239,SAN FRANCISCO CULHUACAN,Coyoacán
800618_P_01,Escuelas Primarias,,19.3308,-99.1257,SAN FRANCISCO CULHUACAN,Coyoacán
800624_P_01,Escuelas Primarias,,19.3352,-99.1712,PEDREGAL DE SANTO DOMINGO,Coyoacán
800653_P_01,Escuelas Primarias,,19.3258,-99.1345,AVANTE,Coyoacán
800689_P_01,Escuelas Primarias,,19.3309,-99.3263,SAN LORENZO ACOPILCO,Cuajimalpa de Morelos
800703_P_01,Escuelas Primarias,,19.3535,-99.3094,ZENTLAPATL,Cuajimalpa de Morelos
800751_P_01,Escuelas Primarias,,19.4096,-99.1594,ROMA SUR,Cuauhtémoc
800828_P_01,Escuelas Primarias,,19.4561,-99.1471,UNIDAD NONOALCO TLATELOLCO,Cuauhtémoc
800885_P_01,Escuelas Primarias,,19.4622,-99.1398,PERALVILLO,Cuauhtémoc
800907_P_01,Escuelas Primarias,,19.4363,-99.1287,CENTRO,Cuauhtémoc
801064_P_01,Escuelas Primarias,,19.4849,-99.1139,GUSTAVO A. MADERO,Gustavo A. Madero
801073_P_01,Escuelas Primarias,,19.4536,-99.1012,MALINCHE,Gustavo A. Madero
801120_P_01,Escuelas Primarias,,19.4669,-99.1056,FAJA DE ORO,Gustavo A. Madero
801126_P_01,Escuelas Primarias,,19.466,-99.1057,FAJA DE ORO,Gustavo A. Madero
801159_P_01,Escuelas Primarias,,19.4578,-99.1151,MARTIRES DE RIO BLANCO,Gustavo A. Madero
801278_P_01,Escuelas Primarias,,19.5094,-99.0982,UNIDAD HABITACIONAL EL RISCO CTM,Gustavo A. Madero
801325_P_01,Escuelas Primarias,,19.4544,-99.0914,UNIDAD SAN JUAN DE ARAGON 1A SECCION,Gustavo A. Madero
801374_P_01,Escuelas Primarias,,19.4001,-99.0686,AGRICOLA ORIENTAL,Iztacalco
801474_P_01,Escuelas Primarias,,19.3904,-99.0953,GABRIEL RAMOS MILLAN,Iztacalco
801989_P_01,Escuelas Primarias,,19.3856,-99.0533,UNIDAD HABITACIONAL EJERCITO CONSTITUCIONALISTA,Iztapalapa
802173_P_01,Escuelas Primarias,,19.4462,-99.2128,IRRIGACION,Miguel Hidalgo
802181_P_01,Escuelas Primarias,,19.4551,-99.1782,POPOTLA,Miguel Hidalgo
802193_P_01,Escuelas Primarias,,19.4416,-99.2106,IRRIGACION,Miguel Hidalgo
802266_P_01,Escuelas Primarias,,19.1944,-99.0955,SAN SALVADOR CUAUHTENCO,Milpa Alta
802292_P_01,Escuelas Primarias,,19.2435,-98.9944,SAN JUAN IXTAYOPAN,Tláhuac
802483_P_01,Escuelas Primarias,,19.2746,-99.2224,CULTURA MAYA,Tlalpan
802495_P_01,Escuelas Primarias,,19.2727,-99.2301,DOS DE OCTUBRE,Tlalpan
802508_P_01,Escuelas Primarias,,19.2861,-99.1834,MIGUEL HIDALGO,Tlalpan
802512_P_01,Escuelas Primarias,,19.2718,-99.1913,SAN JUAN TEPECHIMILPA,Tlalpan
802532_P_01,Escuelas Primarias,,19.4456,-99.1129,MICHOACANA,Venustiano Carranza
802578_P_01,Escuelas Primarias,,19.443,-99.1227,MORELOS,Venustiano Carranza
802607_P_01,Escuelas Primarias,,19.4389,-99.0842,PEÑON DE LOS BAÑOS,Venustiano Carranza
802608_P_01,Escuelas Primarias,,19.4501,-99.1253,MORELOS,Venustiano Carranza
802676_P_01,Escuelas Primarias,,19.4386,-99.0858,PEÑON DE LOS BAÑOS,Venustiano Carranza
802725_P_01,Escuelas Primarias,,19.2763,-99.1382,TEPEPAN,Xochimilco
802747_P_01,Escuelas Primarias,,19.2429,-99.1112,SAN LUCAS XOCHIMANCA,Xochimilco
802771_P_01,Escuelas Primarias,,19.2667,-99.1014,LA ASUNCION,Xochimilco
802774_P_01,Escuelas Primarias,,19.2189,-99.1215,GUADALUPE,Xochimilco
802792_P_01,Escuelas Primarias,,19.268,-99.1113,SAN MARCOS,Xochimilco
800029_P_01,Escuelas Primarias,,19.3788,-99.2462,SANTA FE,Álvaro Obregón
800030_P_01,Escuelas Primarias,,19.3335,-99.2015,TIZAPAN,Álvaro Obregón
800160_P_01,Escuelas Primarias,,19.3616,-99.2457,CORPUS CHRISTI,Álvaro Obregón
800247_P_01,Escuelas Primarias,,19.4801,-99.2118,SANTIAGO AHUIZOTLA,Azcapotzalco
800249_P_01,Escuelas Primarias,,19.4917,-99.1843,REYNOSA TAMAULIPAS,Azcapotzalco
800369_P_01,Escuelas Primarias,,19.3989,-99.1432,ALAMOS,Benito Juárez
800381_P_01,Escuelas Primarias,,19.3732,-99.1705,DEL VALLE,Benito Juárez
800441_P_01,Escuelas Primarias,,19.3762,-99.1485,SAN SIMON TICUMAC,Benito Juárez
800457_P_01,Escuelas Primarias,,19.3824,-99.1463,PERIODISTAS,Benito Juárez
800459_P_01,Escuelas Primarias,,19.369,-99.155,PORTALES,Benito Juárez
800553_P_01,Escuelas Primarias,,19.3372,-99.1532,LOS REYES,Coyoacán
800559_P_01,Escuelas Primarias,,19.3068,-99.156,PEDREGAL DE SANTA URSULA,Coyoacán
800599_P_01,Escuelas Primarias,,19.3156,-99.1691,PEDREGAL DE SANTO DOMINGO,Coyoacán
800622_P_01,Escuelas Primarias,,19.3312,-99.1724,PEDREGAL DE SANTO DOMINGO,Coyoacán
800643_P_01,Escuelas Primarias,,19.3336,-99.1592,PEDREGAL DE SANTO DOMINGO,Coyoacán
800678_P_01,Escuelas Primarias,,19.3313,-99.329,SAN LORENZO ACOPILCO,Cuajimalpa de Morelos
800906_P_01,Escuelas Primarias,,19.4267,-99.1487,DOCTORES,Cuauhtémoc
800927_P_01,Escuelas Primarias,,19.4181,-99.1276,ESPERANZA,Cuauhtémoc
800984_P_01,Escuelas Primarias,,19.4633,-99.1089,BONDOJITO,Gustavo A. Madero
801046_P_01,Escuelas Primarias,,19.4759,-99.1364,TLACAMACA,Gustavo A. Madero
801107_P_01,Escuelas Primarias,,19.5521,-99.1514,CHALMA DE GUADALUPE,Gustavo A. Madero
801114_P_01,Escuelas Primarias,,19.4574,-99.1144,MARTIRES DE RIO BLANCO,Gustavo A. Madero
801134_P_01,Escuelas Primarias,,19.4704,-99.0855,SAN JUAN DE ARAGON,Gustavo A. Madero
801232_P_01,Escuelas Primarias,,19.5032,-99.0878,JUAN GONZALEZ ROMERO,Gustavo A. Madero
801364_P_01,Escuelas Primarias,,19.3901,-99.1223,SANTIAGO SUR BARRIO,Iztacalco
801370_P_01,Escuelas Primarias,,19.4007,-99.1304,VIADUCTO PIEDAD,Iztacalco
801378_P_01,Escuelas Primarias,,19.3838,-99.1085,UNIDAD HABITACIONAL INFONAVIT,Iztacalco
801389_P_01,Escuelas Primarias,,19.3831,-99.1048,UNIDAD HABITACIONAL INFONAVIT,Iztacalco
801485_P_01,Escuelas Primarias,,19.3997,-99.0687,AGRICOLA ORIENTAL,Iztacalco
801887_P_01,Escuelas Primarias,,19.3541,-99.073,LA PURISIMA,Iztapalapa
801986_P_01,Escuelas Primarias,,19.3026,-99.0832,JOSE LOPEZ PORTILLO,Iztapalapa
802052_P_01,Escuelas Primarias,,19.3059,-99.2338,LA CONCEPCION,La Magdalena Contreras
802089_P_01,Escuelas Primarias,,19.4508,-99.2151,LOMAS DE SOTELO,Miguel Hidalgo
802224_P_01,Escuelas Primarias,,19.2191,-98.9957,SAN ANTONIO TECOMITL,Milpa Alta
802229_P_01,Escuelas Primarias,,19.2064,-99.0708,SAN BARTOLOME XICOMULCO,Milpa Alta
802263_P_01,Escuelas Primarias,,19.1929,-99.0074,SAN JERONIMO MIACATLAN,Milpa Alta
802264_P_01,Escuelas Primarias,,19.2144,-98.9927,SAN ANTONIO TECOMITL,Milpa Alta
802267_P_01,Escuelas Primarias,,19.1752,-99.0344,SAN LORENZO TLACOYUCAN,Milpa Alta
802447_P_01,Escuelas Primarias,,19.202,-99.1484,SAN MIGUEL TOPILEJO,Tlalpan
802481_P_01,Escuelas Primarias,,19.251,-99.1713,SAN ANDRES TOTOLTEPEC,Tlalpan
802500_P_01,Escuelas Primarias,,19.2346,-99.1638,SAN MIGUEL XICALCO,Tlalpan
802511_P_01,Escuelas Primarias,,19.267,-99.2258,BELVEDERE,Tlalpan
802584_P_01,Escuelas Primarias,,19.4563,-99.1219,VALLE GOMEZ,Venustiano Carranza
802678_P_01,Escuelas Primarias,,19.4557,-99.1223,VALLE GOMEZ,Venustiano Carranza
802683_P_01,Escuelas Primarias,,19.4423,-99.0875,PENSADOR MEXICANO,Venustiano Carranza
802789_P_01,Escuelas Primarias,,19.2641,-99.1195,HUICHAPAN,Xochimilco
802793_P_01,Escuelas Primarias,,19.2569,-99.1054,XALTOCAN,Xochimilco
802795_P_01,Escuelas Primarias,,19.2643,-99.1167,HUICHAPAN,Xochimilco
882562_P_01,Escuelas Primarias,,19.4143,-99.1187,EL PARQUE,Venustiano Carranza
882664_P_01,Escuelas Primarias,,19.4201,-99.1009,JARDIN BALBUENA,Venustiano Carranza
800833_P_01,Escuelas Primarias,,19.4489,-99.1419,GUERRERO,Cuauhtémoc
801794_P_01,Escuelas Primarias,,19.3305,-98.9758,CAMPESTRE EL POTRERO,Iztapalapa
802226_P_01,Escuelas Primarias,,19.2012,-99.0499,SAN PEDRO ATOCPAN,Milpa Alta
802626_P_01,Escuelas Primarias,,19.4416,-99.0877,PENSADOR MEXICANO,Venustiano Carranza
800318_P_01,Escuelas Primarias,,19.5109,-99.2018,UNIDAD INFONAVIT EL ROSARIO,Azcapotzalco
800523_P_01,Escuelas Primarias,,19.3406,-99.1642,CUADRANTE DE SAN FRANCISCO,Coyoacán
800699_P_01,Escuelas Primarias,,19.3423,-99.2822,SAN MATEO TLALTENANGO,Cuajimalpa de Morelos
800708_P_01,Escuelas Primarias,,19.3535,-99.3161,CHIMALPA,Cuajimalpa de Morelos
800781_P_01,Escuelas Primarias,,19.4204,-99.1489,DOCTORES,Cuauhtémoc
800943_P_01,Escuelas Primarias,,19.4505,-99.1325,MORELOS AMPLIACION,Cuauhtémoc
800945_P_01,Escuelas Primarias,,19.4307,-99.1257,CENTRO,Cuauhtémoc
801336_P_01,Escuelas Primarias,,19.5075,-99.0934,UNIDAD HABITACIONAL EL RISCO CTM,Gustavo A. Madero
801399_P_01,Escuelas Primarias,,19.4126,-99.0681,AGRICOLA PANTITLAN,Iztacalco
801481_P_01,Escuelas Primarias,,19.3877,-99.1021,JUVENTINO ROSAS,Iztacalco
801537_P_01,Escuelas Primarias,,19.3528,-98.9965,LOMAS DE ZARAGOZA,Iztapalapa
801757_P_01,Escuelas Primarias,,19.3409,-99.0682,PARAJE SAN JUAN,Iztapalapa
802622_P_01,Escuelas Primarias,,19.4281,-99.0641,ARENAL 1A SECCION,Venustiano Carranza
802680_P_01,Escuelas Primarias,,19.4232,-99.0565,ARENAL 2A SECCION,Venustiano Carranza
800732_P_01,Escuelas Primarias,,19.4405,-99.1291,CENTRO,Cuauhtémoc
802247_P_01,Escuelas Primarias,,19.1869,-99.0734,SAN PABLO OZTOTEPEC,Milpa Alta
802431_P_01,Escuelas Primarias,,19.2855,-99.14,A M S A,Tlalpan
802668_P_01,Escuelas Primarias,,19.4217,-99.0716,ADOLFO LOPEZ MATEOS,Venustiano Carranza
801793_P_01,Escuelas Primarias,,19.3308,-98.9665,EMILIANO ZAPATA AMPLIACION,Iztapalapa
800001_P_02,Escuelas Primarias,,19.3788,-99.209,BARRIO NORTE,Álvaro Obregón
800002_P_02,Escuelas Primarias,,19.3403,-99.195,LORETO BARRIO,Álvaro Obregón
800006_P_02,Escuelas Primarias,,19.3936,-99.2002,JOSE MARIA PINO SUAREZ,Álvaro Obregón
800009_P_02,Escuelas Primarias,,19.4011,-99.1996,COVE,Álvaro Obregón
800012_P_02,Escuelas Primarias,,19.357,-99.175,AXOTLA PUEBLO,Álvaro Obregón
800014_P_02,Escuelas Primarias,,19.3305,-99.2759,SAN BARTOLO AMEYALCO,Álvaro Obregón
800018_P_02,Escuelas Primarias,,19.371,-99.2015,MOLINO DE ROSAS,Álvaro Obregón
800025_P_02,Escuelas Primarias,,19.3912,-99.2016,JOSE MARIA PINO SUAREZ,Álvaro Obregón
800027_P_02,Escuelas Primarias,,19.3589,-99.2102,ALPES,Álvaro Obregón
800028_P_02,Escuelas Primarias,,19.346,-99.1999,SAN ANGEL INN,Álvaro Obregón
800032_P_02,Escuelas Primarias,,19.3598,-99.1865,GUADALUPE INN,Álvaro Obregón
800034_P_02,Escuelas Primarias,,19.3752,-99.203,OLIVAR DEL CONDE 1A SECCION,Álvaro Obregón
800035_P_02,Escuelas Primarias,,19.3978,-99.1939,BELLA VISTA,Álvaro Obregón
800039_P_02,Escuelas Primarias,,19.3807,-99.2032,BARRIO NORTE,Álvaro Obregón
800041_P_02,Escuelas Primarias,,19.3715,-99.2188,OLIVAR DEL CONDE 2A SECCION,Álvaro Obregón
800044_P_02,Escuelas Primarias,,19.3587,-99.2122,LAS AGUILAS,Álvaro Obregón
800049_P_02,Escuelas Primarias,,19.3992,-99.2101,ESTADO DE HIDALGO,Álvaro Obregón
800051_P_02,Escuelas Primarias,,19.3839,-99.2286,LA MEXICANA AMPLIACION,Álvaro Obregón
800054_P_02,Escuelas Primarias,,19.3887,-99.2084,UNIDAD HABITACIONAL SANTA FE,Álvaro Obregón
800056_P_02,Escuelas Primarias,,19.3951,-99.2179,BELEN DE LAS FLORES,Álvaro Obregón
800057_P_02,Escuelas Primarias,,19.3914,-99.2085,LA CONCHITA,Álvaro Obregón
800058_P_02,Escuelas Primarias,,19.346,-99.1895,SAN ANGEL,Álvaro Obregón
800059_P_02,Escuelas Primarias,,19.3289,-99.2698,SAN BARTOLO AMEYALCO,Álvaro Obregón
800061_P_02,Escuelas Primarias,,19.3779,-99.2221,PRESIDENTES,Álvaro Obregón
800064_P_02,Escuelas Primarias,,19.3714,-99.2196,OLIVAR DEL CONDE 2A SECCION,Álvaro Obregón
800066_P_02,Escuelas Primarias,,19.341,-99.1994,TIZAPAN,Álvaro Obregón
800079_P_02,Escuelas Primarias,,19.383,-99.2397,SANTA FE,Álvaro Obregón
800080_P_02,Escuelas Primarias,,19.3843,-99.232,SANTA FE,Álvaro Obregón
800084_P_02,Escuelas Primarias,,19.3683,-99.209,LOMAS DE PLATEROS,Álvaro Obregón
800085_P_02,Escuelas Primarias,,19.3702,-99.1949,LOMAS DE PLATEROS,Álvaro Obregón
800090_P_02,Escuelas Primarias,,19.3722,-99.206,OLIVAR DEL CONDE 1A SECCION,Álvaro Obregón
800095_P_02,Escuelas Primarias,,19.3722,-99.1947,MOLINO DE ROSAS,Álvaro Obregón
800097_P_02,Escuelas Primarias,,19.3789,-99.2295,JALALPA AMPLIACION,Álvaro Obregón
800098_P_02,Escuelas Primarias,,19.382,-99.2077,EL CUERNITO REACOMODO,Álvaro Obregón
800101_P_02,Escuelas Primarias,,19.3285,-99.2815,SANTA ROSA XOCHIAC,Álvaro Obregón
800109_P_02,Escuelas Primarias,,19.3747,-99.1988,ALFONSO XIII,Álvaro Obregón
800111_P_02,Escuelas Primarias,,19.3658,-99.2361,GARCIMARRERO,Álvaro Obregón
800117_P_02,Escuelas Primarias,,19.3846,-99.2293,LA MEXICANA AMPLIACION,Álvaro Obregón
800118_P_02,Escuelas Primarias,,19.392,-99.1953,LA TOLTECA,Álvaro Obregón
800119_P_02,Escuelas Primarias,,19.3571,-99.2323,HERON PROAL,Álvaro Obregón
800120_P_02,Escuelas Primarias,,19.3833,-99.225,CAÑADA,Álvaro Obregón
800121_P_02,Escuelas Primarias,,19.3469,-99.2327,PUENTE COLORADO,Álvaro Obregón
800122_P_02,Escuelas Primarias,,19.3325,-99.2322,LA ANGOSTURA,Álvaro Obregón
800126_P_02,Escuelas Primarias,,19.3369,-99.2383,OLIVAR DE LOS PADRES,Álvaro Obregón
800132_P_02,Escuelas Primarias,,19.3434,-99.2266,TETELPAN,Álvaro Obregón
800134_P_02,Escuelas Primarias,,19.3721,-99.2127,OLIVAR DEL CONDE 2A SECCION,Álvaro Obregón
800136_P_02,Escuelas Primarias,,19.3659,-99.1974,MERCED GOMEZ,Álvaro Obregón
800140_P_02,Escuelas Primarias,,19.3899,-99.2005,CRISTO REY,Álvaro Obregón
800141_P_02,Escuelas Primarias,,19.37,-99.2233,COLINAS DEL SUR,Álvaro Obregón
800142_P_02,Escuelas Primarias,,19.3417,-99.2075,OLIVAR DE LOS PADRES,Álvaro Obregón
800145_P_02,Escuelas Primarias,,19.3872,-99.2111,MARIA G DE GARCIA RUIZ,Álvaro Obregón
800146_P_02,Escuelas Primarias,,19.3726,-99.2299,PRESIDENTES AMPLIACION,Álvaro Obregón
800147_P_02,Escuelas Primarias,,19.3374,-99.2264,OLIVAR DE LOS PADRES,Álvaro Obregón
800149_P_02,Escuelas Primarias,,19.3669,-99.2032,LOMAS DE PLATEROS,Álvaro Obregón
800151_P_02,Escuelas Primarias,,19.3785,-99.2373,TECOLALCO,Álvaro Obregón
800153_P_02,Escuelas Primarias,,19.3701,-99.2006,MOLINO DE ROSAS,Álvaro Obregón
800155_P_02,Escuelas Primarias,,19.3578,-99.235,HERON PROAL,Álvaro Obregón
800156_P_02,Escuelas Primarias,,19.3804,-99.2105,EL POCITO,Álvaro Obregón
800158_P_02,Escuelas Primarias,,19.3756,-99.2338,JALALPA AMPLIACION,Álvaro Obregón
800159_P_02,Escuelas Primarias,,19.3859,-99.2018,LOMAS DE BECERRA,Álvaro Obregón
800162_P_02,Escuelas Primarias,,19.3945,-99.2087,MOLINO DE SANTO DOMINGO,Álvaro Obregón
800164_P_02,Escuelas Primarias,,19.3244,-99.2603,LOMAS DE LA HERA,Álvaro Obregón
800166_P_02,Escuelas Primarias,,19.3792,-99.2402,EL PIRUL,Álvaro Obregón
800167_P_02,Escuelas Primarias,,19.3706,-99.2012,MOLINO DE ROSAS,Álvaro Obregón
800168_P_02,Escuelas Primarias,,19.3859,-99.2006,LOMAS DE BECERRA,Álvaro Obregón
800173_P_02,Escuelas Primarias,,19.4015,-99.1999,COVE,Álvaro Obregón
800178_P_02,Escuelas Primarias,,19.3703,-99.2324,PILOTO ADOLFO LOPEZ MATEOS,Álvaro Obregón
800181_P_02,Escuelas Primarias,,19.3575,-99.2294,HERON PROAL,Álvaro Obregón
800192_P_02,Escuelas Primarias,,19.4702,-99.1574,DEL GAS,Azcapotzalco
800193_P_02,Escuelas Primarias,,19.4728,-99.1612,COSMOPOLITA AMPLIACION,Azcapotzalco
800197_P_02,Escuelas Primarias,,19.4608,-99.1718,OBRERO POPULAR,Azcapotzalco
800199_P_02,Escuelas Primarias,,19.4788,-99.1485,TRABAJADORES DEL HIERRO,Azcapotzalco
800203_P_02,Escuelas Primarias,,19.4757,-99.1622,POTRERO DEL LLANO,Azcapotzalco
800206_P_02,Escuelas Primarias,,19.4903,-99.1771,SANTA CATARINA,Azcapotzalco
800207_P_02,Escuelas Primarias,,19.4962,-99.183,SANTA BARBARA,Azcapotzalco
800211_P_02,Escuelas Primarias,,19.476,-99.179,SINDICATO MEXICANO DE ELECTRICISTAS,Azcapotzalco
800214_P_02,Escuelas Primarias,,19.4617,-99.1635,TLATILCO,Azcapotzalco
800215_P_02,Escuelas Primarias,,19.4727,-99.1607,COSMOPOLITA AMPLIACION,Azcapotzalco
800219_P_02,Escuelas Primarias,,19.4645,-99.1484,LA RAZA,Azcapotzalco
800222_P_02,Escuelas Primarias,,19.4793,-99.2048,PETROLERA AMPLIACION,Azcapotzalco
800225_P_02,Escuelas Primarias,,19.4728,-99.1705,UNIDAD HABITACIONAL CUITLAHUAC,Azcapotzalco
800226_P_02,Escuelas Primarias,,19.4936,-99.2004,PRESIDENTE MADERO,Azcapotzalco
800233_P_02,Escuelas Primarias,,19.505,-99.1924,SAN MARTIN XOCHINAHUAC,Azcapotzalco
800234_P_02,Escuelas Primarias,,19.4929,-99.1854,REYNOSA TAMAULIPAS,Azcapotzalco
800240_P_02,Escuelas Primarias,,19.4705,-99.149,ALDANA,Azcapotzalco
800241_P_02,Escuelas Primarias,,19.4975,-99.2046,PRESIDENTE MADERO,Azcapotzalco
800242_P_02,Escuelas Primarias,,19.4752,-99.2049,SAN MIGUEL AMANTLA,Azcapotzalco
800244_P_02,Escuelas Primarias,,19.4769,-99.1599,EUZKADI,Azcapotzalco
800245_P_02,Escuelas Primarias,,19.4974,-99.1824,SANTA BARBARA,Azcapotzalco
800248_P_02,Escuelas Primarias,,19.471,-99.189,ANGEL ZIMBRON,Azcapotzalco
800251_P_02,Escuelas Primarias,,19.5066,-99.1902,UNIDAD HABITACIONAL SAN PABLO XALPA,Azcapotzalco
800253_P_02,Escuelas Primarias,,19.4678,-99.1884,ANGEL ZIMBRON,Azcapotzalco
800255_P_02,Escuelas Primarias,,19.4793,-99.1868,AZCAPOTZALCO,Azcapotzalco
800257_P_02,Escuelas Primarias,,19.4907,-99.2078,LA PROVIDENCIA,Azcapotzalco
800258_P_02,Escuelas Primarias,,19.4843,-99.2136,SAN PEDRO XALPA,Azcapotzalco
800262_P_02,Escuelas Primarias,,19.4633,-99.1499,ARENAL,Azcapotzalco
800263_P_02,Escuelas Primarias,,19.4908,-99.2083,LA PROVIDENCIA,Azcapotzalco
800264_P_02,Escuelas Primarias,,19.4905,-99.2122,LA PROVIDENCIA,Azcapotzalco
800267_P_02,Escuelas Primarias,,19.4723,-99.1519,AGUILERA,Azcapotzalco
800269_P_02,Escuelas Primarias,,19.4758,-99.1506,PRO HOGAR,Azcapotzalco
800270_P_02,Escuelas Primarias,,19.4619,-99.1635,TLATILCO,Azcapotzalco
800273_P_02,Escuelas Primarias,,19.4979,-99.1932,SAN MARTIN XOCHINAHUAC,Azcapotzalco
800274_P_02,Escuelas Primarias,,19.4888,-99.191,SANTO DOMINGO,Azcapotzalco
800277_P_02,Escuelas Primarias,,19.4795,-99.2086,SANTIAGO AHUIZOTLA,Azcapotzalco
800278_P_02,Escuelas Primarias,,19.4851,-99.2017,PETROLERA,Azcapotzalco
800280_P_02,Escuelas Primarias,,19.4886,-99.1905,SANTO DOMINGO,Azcapotzalco
800282_P_02,Escuelas Primarias,,19.484,-99.2133,SAN PEDRO XALPA,Azcapotzalco
800285_P_02,Escuelas Primarias,,19.4855,-99.195,LA PRECIOSA,Azcapotzalco
800289_P_02,Escuelas Primarias,,19.4745,-99.1618,POTRERO DEL LLANO,Azcapotzalco
800291_P_02,Escuelas Primarias,,19.4744,-99.196,PLENITUD,Azcapotzalco
800295_P_02,Escuelas Primarias,,19.4727,-99.1649,HOGARES FERROCARRILEROS,Azcapotzalco
800298_P_02,Escuelas Primarias,,19.47,-99.1582,DEL GAS,Azcapotzalco
800301_P_02,Escuelas Primarias,,19.4812,-99.205,PETROLERA AMPLIACION,Azcapotzalco
800303_P_02,Escuelas Primarias,,19.4907,-99.1996,TEZOZOMOC,Azcapotzalco
800307_P_02,Escuelas Primarias,,19.4678,-99.1881,ANGEL ZIMBRON,Azcapotzalco
800311_P_02,Escuelas Primarias,,19.4792,-99.1491,TRABAJADORES DEL HIERRO,Azcapotzalco
800313_P_02,Escuelas Primarias,,19.4683,-99.1698,HOGAR Y SEGURIDAD,Azcapotzalco
